recall_id,organization,product_name,issue,category,updated_at,data_received_at,issue_category
68469,Transport Canada,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Steering,Truck - Med. & H.D.,2019-01-31,2023-11-14 03:12:49.171373,Vehicles
68468,Transport Canada,Truck - Med. & H.D. recalled by MACK,Steering,Truck - Med. & H.D.,2019-01-31,2023-11-14 03:12:49.171373,Vehicles
67229,Transport Canada,Truck - Med. & H.D. recalled by MACK,Lights And Instruments,Truck - Med. & H.D.,2019-01-31,2023-11-14 03:12:49.171373,Vehicles
67300,Transport Canada,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Fuel Supply,Truck - Med. & H.D.,2019-01-31,2023-11-14 03:12:49.171373,Vehicles
67351,Transport Canada,Car recalled by GENERAL MOTORS,Electrical,Car,2019-01-30,2023-11-14 03:12:49.171373,Vehicles
68739,Transport Canada,Car recalled by BENTLEY,Structure,Car,2019-01-30,2023-11-14 03:12:49.171373,Vehicles
67082,Transport Canada,Truck - Med. & H.D. recalled by AUTOCAR,Powertrain,Truck - Med. & H.D.,2019-01-30,2023-11-14 03:12:49.171373,Vehicles
67261,Transport Canada,SUV recalled by BENTLEY,Visual System,SUV,2019-01-30,2023-11-14 03:12:49.171373,Vehicles
68526,Transport Canada,SUV recalled by BENTLEY,Seats And Restraints,SUV,2019-01-30,2023-11-14 03:12:49.171373,Vehicles
58663,Health Canada,,Product safety,Biologic or vaccine,2019-01-30,2023-11-14 03:12:49.171373,Health product
58656,Health Canada,,,Outdoor living,2019-01-30,2023-11-14 03:12:49.171373,Consumer product
58649,Health Canada,,Medical devices,Medical device,2019-01-30,2023-11-14 03:12:49.171373,Health product
58645,Health Canada,,,Household items,2019-01-29,2023-11-14 03:12:49.171373,Consumer products
58641,Health Canada,,Labelling and packaging,Cannabis,2019-01-29,2023-11-14 03:12:49.171373,Consumer product
68747,Transport Canada,Car recalled by MERCEDES-BENZ,Lights And Instruments,Car,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68397,Transport Canada,SUV recalled by MERCEDES-BENZ,Structure,SUV,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
67268,Transport Canada,Car recalled by MERCEDES-BENZ,Structure,Car,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68490,Transport Canada,Car recalled by MERCEDES-BENZ,Brakes,Car,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
67341,Transport Canada,SUV recalled by MERCEDES-BENZ,Lights And Instruments,SUV,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68317,Transport Canada,SUV recalled by MERCEDES-BENZ,Structure,SUV,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68664,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Seats And Restraints,Light Truck & Van,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68492,Transport Canada,SUV recalled by MERCEDES-BENZ,Seats And Restraints,SUV,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
67339,Transport Canada,Car recalled by MERCEDES-BENZ,Other,Car,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68258,Transport Canada,Car recalled by MERCEDES-BENZ,Engine,Car,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68320,Transport Canada,Car recalled by MERCEDES-BENZ,Lights And Instruments,Car,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68319,Transport Canada,Car recalled by MERCEDES-BENZ,Airbag,Car,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68342,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Structure,Light Truck & Van,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68318,Transport Canada,Car recalled by MERCEDES-BENZ,Lights And Instruments,Car,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68396,Transport Canada,SUV recalled by MERCEDES-BENZ,Structure,SUV,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68316,Transport Canada,Car recalled by MERCEDES-BENZ,Airbag,"Car, Vehicles - SUV",2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68259,Transport Canada,SUV recalled by MERCEDES-BENZ,Steering,SUV,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68399,Transport Canada,Car recalled by MERCEDES-BENZ,Airbag,Car,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68705,Transport Canada,SUV recalled by MERCEDES-BENZ,Seats And Restraints,SUV,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68398,Transport Canada,SUV recalled by MERCEDES-BENZ,Steering,SUV,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
67113,Transport Canada,Car recalled by MERCEDES-BENZ,Brakes,Car,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
67087,Transport Canada,A.T.V. recalled by POLARIS,Brakes,A.T.V.,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
67970,Transport Canada,Car recalled by MERCEDES-BENZ,Powertrain,Car,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
58631,Health Canada,,Unauthorized product,Natural health products,2019-01-28,2023-11-14 03:12:49.171373,Health product
67941,Transport Canada,Truck - Med. & H.D. recalled by MERCEDES-BENZ,Lights And Instruments,Truck - Med. & H.D.,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68016,Transport Canada,SUV recalled by MERCEDES-BENZ,Structure,SUV,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
67152,Transport Canada,Car recalled by MERCEDES-BENZ,Steering,Car,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
70358,Transport Canada,Car recalled by TOYOTA,Suspension,"Car, Vehicles - SUV",2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68598,Transport Canada,Car recalled by MERCEDES-BENZ,Lights And Instruments,Car,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68599,Transport Canada,SUV recalled by MERCEDES-BENZ,Lights And Instruments,SUV,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68909,Transport Canada,Truck - Med. & H.D. recalled by MERCEDES-BENZ,Structure,Truck - Med. & H.D.,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68394,Transport Canada,Car recalled by MERCEDES-BENZ,Powertrain,Car,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68600,Transport Canada,Car recalled by MERCEDES-BENZ,Electrical,Car,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68215,Transport Canada,Car recalled by MERCEDES-BENZ,Brakes,Car,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68253,Transport Canada,Car recalled by MERCEDES-BENZ,Steering,Car,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68387,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Powertrain,Light Truck & Van,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68169,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Label,Light Truck & Van,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68388,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Airbag,Light Truck & Van,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68544,Transport Canada,Car recalled by MERCEDES-BENZ,Structure,Car,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
70052,Transport Canada,Minivan recalled by TOYOTA,Structure,Minivan,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68805,Transport Canada,SUV recalled by MERCEDES-BENZ,Seats And Restraints,SUV,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
68804,Transport Canada,SUV recalled by MERCEDES-BENZ,Engine,SUV,2019-01-28,2023-11-14 03:12:49.171373,Vehicles
58651,Health Canada,,Medical devices,Medical device,2019-01-25,2023-11-14 03:12:49.171373,Health product
58687,Health Canada,,Medical devices,Medical device,2019-01-25,2023-11-14 03:12:49.171373,Health product
58686,Health Canada,,Medical devices,Medical device,2019-01-25,2023-11-14 03:12:49.171373,Health product
58684,Health Canada,,Medical devices,Medical device,2019-01-25,2023-11-14 03:12:49.171373,Health product
58660,Health Canada,,Medical devices,Medical device,2019-01-25,2023-11-14 03:12:49.171373,Health product
58915,Canadian Food Inspection Agency,,Extraneous Material,,2019-01-25,2023-11-14 03:12:49.171373,Food
58650,Health Canada,,Burn hazard,Outdoor living,2019-01-25,2023-11-14 03:12:49.171373,Consumer product
68198,Transport Canada,Truck - Med. & H.D. recalled by ISUZU,Powertrain,Truck - Med. & H.D.,2019-01-25,2023-11-14 03:12:49.171373,Vehicles
58622,Canadian Food Inspection Agency,,Egg,,2019-01-25,2023-11-14 03:12:49.171373,Food
58640,Health Canada,,Medical devices,Medical device,2019-01-25,2023-11-14 03:12:49.171373,Health product
58643,Canadian Food Inspection Agency,,Salmonella,,2019-01-25,2023-11-14 03:12:49.171373,Food
67645,Transport Canada,Truck - Med. & H.D. recalled by ISUZU,Brakes,Truck - Med. & H.D.,2019-01-25,2023-11-14 03:12:49.171373,Vehicles
68289,Transport Canada,Truck - Med. & H.D. recalled by ISUZU,Suspension,Truck - Med. & H.D.,2019-01-25,2023-11-14 03:12:49.171373,Vehicles
58639,Canadian Food Inspection Agency,,Salmonella,,2019-01-25,2023-11-14 03:12:49.171373,Food
67285,Transport Canada,Car recalled by TOYOTA,Airbag,"Car, Vehicles - Light Truck & Van, Vehicles - SUV",2019-01-24,2023-11-14 03:12:49.171373,Vehicles
67286,Transport Canada,Car recalled by TOYOTA,Powertrain,Car,2019-01-24,2023-11-14 03:12:49.171373,Vehicles
67575,Transport Canada,Bus recalled by MOTOR COACH INDUSTRIES,Emissions,Bus,2019-01-24,2023-11-14 03:12:49.171373,Vehicles
67129,Transport Canada,Car recalled by VOLKSWAGEN,Suspension,Car,2019-01-24,2023-11-14 03:12:49.171373,Vehicles
58618,Health Canada,,Burn hazard,Outdoor living,2019-01-24,2023-11-14 03:12:49.171373,Consumer product
58658,Health Canada,,,Drugs,2019-01-24,2023-11-14 03:12:49.171373,Health product
58621,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58617,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58601,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58600,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58598,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58597,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58626,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58595,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58593,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58592,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58627,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58625,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58602,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58606,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58607,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58635,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58609,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58629,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58630,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58984,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58634,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58628,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58685,Canadian Food Inspection Agency,,Egg,,2019-01-23,2023-11-14 03:12:49.171373,Food
58653,Canadian Food Inspection Agency,,Salmonella,,2019-01-23,2023-11-14 03:12:49.171373,Food
58632,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58599,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58610,Health Canada,,Medical devices,Medical device,2019-01-23,2023-11-14 03:12:49.171373,Health product
58676,Canadian Food Inspection Agency,,,,2019-01-23,2023-11-14 03:12:49.171373,Food
67257,Transport Canada,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Lights And Instruments,Truck - Med. & H.D.,2019-01-22,2023-11-14 03:12:49.171373,Vehicles
67544,Transport Canada,Bus recalled by NOVA BUS,Electrical,Bus,2019-01-22,2023-11-14 03:12:49.171373,Vehicles
58655,Health Canada,,Product safety,Drugs,2019-01-22,2023-11-14 03:12:49.171373,Health product
58577,Health Canada,,Fire hazard,"Electronics, Consumer product - Specialized products",2019-01-22,2023-11-14 03:12:49.171373,Consumer product
67188,Transport Canada,Motorhome recalled by ERWIN HYMER GROUP NORTH AMERICA,Electrical,Motorhome,2019-01-21,2023-11-14 03:12:49.171373,Vehicles
67269,Transport Canada,Motorhome recalled by ERWIN HYMER GROUP NORTH AMERICA,Brakes,Motorhome,2019-01-21,2023-11-14 03:12:49.171373,Vehicles
67226,Transport Canada,RV Trailer recalled by HEARTLAND,Accessories,RV Trailer,2019-01-21,2023-11-14 03:12:49.171373,Vehicles
58636,Health Canada,,,Outdoor living,2019-01-21,2023-11-14 03:12:49.171373,Consumer product
58638,Canadian Food Inspection Agency,,Salmonella,,2019-01-21,2023-11-14 03:12:49.171373,Food
58637,Canadian Food Inspection Agency,,Salmonella,,2019-01-20,2023-11-14 03:12:49.171373,Food
58683,Canadian Food Inspection Agency,,Egg,,2019-01-18,2023-11-14 03:12:49.171373,Food
58978,Health Canada,,,Household items,2019-01-18,2023-11-14 03:12:49.171373,Consumer product
58620,Canadian Food Inspection Agency,,Wheat,,2019-01-18,2023-11-14 03:12:49.171373,Food
58619,Health Canada,,,Sports and fitness,2019-01-18,2023-11-14 03:12:49.171373,Consumer product
68628,Transport Canada,Motorcycle recalled by KTM,Brakes,Motorcycle,2019-01-17,2023-11-14 03:12:49.171373,Vehicles
58615,Canadian Food Inspection Agency,,,,2019-01-17,2023-11-14 03:12:49.171373,Food
68376,Transport Canada,Motorcycle recalled by KTM,Brakes,Motorcycle,2019-01-17,2023-11-14 03:12:49.171373,Vehicles
68288,Transport Canada,Motorcycle recalled by KTM,Fuel Supply,Motorcycle,2019-01-17,2023-11-14 03:12:49.171373,Vehicles
58616,Canadian Food Inspection Agency,,Listeria,,2019-01-17,2023-11-14 03:12:49.171373,Food
58657,Canadian Food Inspection Agency,,,,2019-01-17,2023-11-14 03:12:49.171373,Food
58608,Health Canada,,Fire hazard,Electronics,2019-01-17,2023-11-14 03:12:49.171373,Consumer product
58707,Health Canada,,Physical hazard,Sports and fitness,2019-01-17,2023-11-14 03:12:49.171373,Consumer product
58613,Health Canada,,Fall hazard,Sports and fitness,2019-01-17,2023-11-14 03:12:49.171373,Consumer product
67101,Transport Canada,Bus recalled by PREVOST,Steering,"Bus, Vehicles - Motorhome",2019-01-17,2023-11-14 03:12:49.171373,Vehicles
67329,Transport Canada,Truck - Med. & H.D. recalled by KME FIRE APPARATUS,Lights And Instruments,Truck - Med. & H.D.,2019-01-17,2023-11-14 03:12:49.171373,Vehicles
67809,Transport Canada,Motorcycle recalled by KTM,Brakes,Motorcycle,2019-01-17,2023-11-14 03:12:49.171373,Vehicles
67078,Transport Canada,SUV recalled by BMW,Airbag,SUV,2019-01-16,2023-11-14 03:12:49.171373,Vehicles
58590,Health Canada,,,Household items,2019-01-16,2023-11-14 03:12:49.171373,Consumer product
58623,Canadian Food Inspection Agency,,Wheat,,2019-01-16,2023-11-14 03:12:49.171373,Food
58633,Health Canada,,Product safety,Drugs,2019-01-16,2023-11-14 03:12:49.171373,Health product
58605,Canadian Food Inspection Agency,,Peanut,,2019-01-15,2023-11-14 03:12:49.171373,Food
58603,Health Canada,,,Household items,2019-01-15,2023-11-14 03:12:49.171373,Consumer products
67358,Transport Canada,Motorhome recalled by TIFFIN,Brakes,Motorhome,2019-01-15,2023-11-14 03:12:49.171373,Vehicles
67604,Transport Canada,Bus recalled by TIFFIN,Steering,"Bus, Vehicles - Motorhome",2019-01-15,2023-11-14 03:12:49.171373,Vehicles
58604,Health Canada,,,Medical device,2019-01-15,2023-11-14 03:12:49.171373,Health product
58589,Health Canada,,Fall hazard,Sports and fitness,2019-01-15,2023-11-14 03:12:49.171373,Consumer product
58587,Health Canada,,Choking hazard,Clothing and accessories,2019-01-15,2023-11-14 03:12:49.171373,Consumer product
58624,Canadian Food Inspection Agency,,,,2019-01-15,2023-11-14 03:12:49.171373,Food
67691,Transport Canada,Car recalled by MASERATI,Powertrain,Car,2019-01-14,2023-11-14 03:12:49.171373,Vehicles
67117,Transport Canada,SUV recalled by BMW,Label,SUV,2019-01-14,2023-11-14 03:12:49.171373,Vehicles
67107,Transport Canada,Car recalled by VOLVO,Label,Car,2019-01-14,2023-11-14 03:12:49.171373,Vehicles
67159,Transport Canada,Car recalled by VOLKSWAGEN,Fuel Supply,Car,2019-01-14,2023-11-14 03:12:49.171373,Vehicles
67158,Transport Canada,Car recalled by VOLKSWAGEN,Fuel Supply,Car,2019-01-14,2023-11-14 03:12:49.171373,Vehicles
58611,Canadian Food Inspection Agency,,Listeria,,2019-01-14,2023-11-14 03:12:49.171373,Food
67392,Transport Canada,Car recalled by NISSAN,Electrical,"Car, Vehicles - Light Truck & Van",2019-01-11,2023-11-14 03:12:49.171373,Vehicles
58585,Health Canada,,,Drugs,2019-01-11,2023-11-14 03:12:49.171373,Health product
67266,Transport Canada,Equipment recalled by ALTEC INDUSTRIES,Structure,Equipment,2019-01-11,2023-11-14 03:12:49.171373,Vehicles
67277,Transport Canada,Car recalled by FORD,Structure,Car,2019-01-11,2023-11-14 03:12:49.171373,Vehicles
58612,Canadian Food Inspection Agency,,,,2019-01-11,2023-11-14 03:12:49.171373,Food
67105,Transport Canada,SUV recalled by NISSAN,Brakes,SUV,2019-01-11,2023-11-14 03:12:49.171373,Vehicles
67338,Transport Canada,SUV recalled by FORD,Structure,SUV,2019-01-11,2023-11-14 03:12:49.171373,Vehicles
67346,Transport Canada,Car recalled by NISSAN,Brakes,"Car, Vehicles - SUV",2019-01-11,2023-11-14 03:12:49.171373,Vehicles
58594,Canadian Food Inspection Agency,,Egg,,2019-01-11,2023-11-14 03:12:49.171373,Food
59030,Health Canada,,Medical devices,Medical device,2019-01-11,2023-11-14 03:12:49.171373,Health product
58708,Health Canada,,Medical devices,Medical device,2019-01-11,2023-11-14 03:12:49.171373,Health product
58710,Health Canada,,Medical devices,Medical device,2019-01-11,2023-11-14 03:12:49.171373,Health product
58711,Health Canada,,Medical devices,Medical device,2019-01-11,2023-11-14 03:12:49.171373,Health product
58758,Health Canada,,Medical devices,Medical device,2019-01-11,2023-11-14 03:12:49.171373,Health product
